TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-10123-2026","2026-03-09 12:59:17","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","890000","72.05","72.05","1 B/R","B-19","","","IMG World Adventures","0","0","",""
"11-10124-2026","2026-03-10 13:35:13","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1525000","75.23","75.23","1 B/R","L3-203","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL HABTOOR CITY"
"11-10125-2026","2026-03-09 12:11:32","Sales","Sale","Ready","Free Hold","Residential","Marsa Dubai","Unit","Flat","6100000","202.1","202.1","3 B/R","L4R-404, L4R-404 T","Marina Towers","Marina Mall","Burj Al Arab","0","0","","JUMEIRAH LIVING MARINA GATE "
"11-10126-2026","2026-03-09 11:53:10","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","810000","38.6","38.6","Studio","P2-40","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","BELGRAVIA HEIGHTS II"
"11-10128-2026","2026-03-09 12:07:38","Sales","Sale","Ready","Free Hold","Residential","Marsa Dubai","Unit","Flat","4500000","141.12","141.12","2 B/R","L2R-239","Marina Towers","Marina Mall","Burj Al Arab","0","0","","JUMEIRAH LIVING MARINA GATE "
"11-10129-2026","2026-03-09 12:34:06","Sales","Sale","Ready","Free Hold","Residential","LA MER","Unit","Flat","2300000","76.1","76.1","1 B/R","B-025","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","Port De La Mer - La Sirene 2"
"11-10130-2026","2026-03-09 15:08:55","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","870000","78.54","78.54","1 B/R","G-24","","","IMG World Adventures","0","0","",""
"11-10131-2026","2026-03-09 12:52:42","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","750000","70.07","70.07","1 B/R","G-16","","","Expo 2020 Site","0","0","",""
"11-10133-2026","2026-03-18 14:41:33","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LIVING","Unit","Flat","12000000","364.67","364.67","4 B/R","B-279, B-280","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","Asayel at Madinat Jumeirah Living"
"11-10134-2026","2026-03-09 12:14:09","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","680000","34.19","34.19","Studio","G-140","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Vincitore Benessere"
"11-10135-2026","2026-03-09 12:05:42","Sales","Sale","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","2000000","96.4","96.4","1 B/R","B3-439","Al Jadaf Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","D1"
"11-10137-2026","2026-03-09 12:10:01","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1065000","65.94","65.94","1 B/R","G-89","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-10139-2026","2026-03-09 12:59:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","6859821","417.88","417.88","5 B/R","P1-73.P1-74","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","OCEAN HEIGHTS"
"11-10140-2026","2026-03-09 12:05:50","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","635000","36.66","36.66","Studio","B1-52","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","ELYSEE II by PANTHEON"
"11-10141-2026","2026-03-09 12:13:24","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","7800000","207.82","207.82","3 B/R","P2-2305,P2-2306","Marina Towers","Marina Mall","Burj Al Arab","0","0","",""
"11-10142-2026","2026-03-09 14:58:35","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","680000","59.65","59.65","1 B/R","G-06","","","Expo 2020 Site","0","0","",""
"11-10143-2026","2026-03-09 12:47:10","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","590000","62.36","62.36","1 B/R","B2-97","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","LAKESIDE"
"11-10144-2026","2026-03-09 14:23:13","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","650000","59.33","59.33","1 B/R","B-47","","","Expo 2020 Site","0","0","",""
"11-10145-2026","2026-03-09 12:19:51","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2300000","81.75","81.75","1 B/R","","Marina Mall Metro Station","Marina Mall","Burj Al Arab","0","0","","DUBAI MARINA MALL"
"11-10146-2026","2026-03-09 12:21:30","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","525000","39.53","39.53","Studio","P4-14","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","AL MANARAH TOWER"
"11-10147-2026","2026-03-09 12:50:14","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","2870000","123.47","123.47","2 B/R","","Nakheel Metro Station","Marina Mall","Burj Al Arab","0","0","",""
"11-10149-2026","2026-03-09 12:38:24","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","630000","28.07","28.07","Studio","P5-12","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Tulip"
"11-10150-2026","2026-03-16 14:50:56","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","692184","43.45","43.45","Studio","P1-59","","","IMG World Adventures","0","0","",""
"11-10151-2026","2026-03-09 12:51:39","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","1008000","88.24","88.24","1 B/R","G-50","","","IMG World Adventures","0","0","",""
"11-10152-2026","2026-03-09 13:48:35","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","4133000","240.21","240.21","3 B/R",",B4-57,B4-76","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","The Paragon By IGO "
"11-10154-2026","2026-03-09 12:20:35","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1145882.35","62.79","62.79","1 B/R","P3-118","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Amber"
"11-10155-2026","2026-03-09 12:37:45","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","2040000","107.54","107.54","Office","B3-137","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE PRISM"
"11-10156-2026","2026-03-09 12:31:05","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","700000","82.16","82.16","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","HUB CANAL 1 TOWER"
"11-10157-2026","2026-03-09 12:40:44","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","473514.32","22.71","45.43","Studio","P5-38","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AYKON CITY 2"
"11-10158-2026","2026-03-09 13:24:07","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","996000","88.56","88.56","1 B/R","G-22","","","IMG World Adventures","0","0","",""
"11-10159-2026","2026-03-12 12:30:48","Sales","Sale","Ready","Free Hold","Residential","Al Barsha First","Unit","Flat","1470000","118.6","118.6","2 B/R","B3-29","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","0","0","",""
"11-10160-2026","2026-03-09 13:01:21","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","670000","126.26","126.26","1 B/R","G-44","Rashidiya Metro Station","City Centre Mirdif","","0","0","","CLASSIC APARTMENTS"
"11-10161-2026","2026-03-09 14:33:23","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","750000","70.11","70.11","1 B/R","B-14","","","Expo 2020 Site","0","0","",""
"11-10162-2026","2026-03-09 13:32:24","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","710000","61.13","61.13","1 B/R","411","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-10163-2026","2026-03-09 13:10:21","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LIVING","Unit","Flat","2100000","78.36","78.36","1 B/R","G-102","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","Madinat Jumeriah Living - Phase 2 "
"11-10166-2026","2026-03-09 12:52:03","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","4700000","162.58","162.58","2 B/R","B-307","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","EMERALD PALACE KEMPINSKI"
"11-10168-2026","2026-03-09 13:20:10","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","750000","37.94","37.94","Studio","B2-93","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi  Riviera 34  "
"11-10170-2026","2026-03-09 12:59:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1490000","59.98","59.98","1 B/R","PH1-B-76","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","Park Heights I "
"11-10171-2026","2026-03-09 14:01:21","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1700000","152.97","152.97","2 B/R","P1-35","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Orchid"
"11-10173-2026","2026-03-10 09:22:04","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3820000","162.25","162.25","3 B/R","B2-41, B2-42","Creek Metro Station","Dubai Mall","Dubai International Airport","0","0","","The Cove"
"11-10174-2026","2026-03-09 13:31:37","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","845000","75.06","75.06","1 B/R","G-61","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","EAGLE HEIGHTS"
"11-10175-2026","2026-03-09 13:39:02","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","2600000","104.88","104.88","2 B/R","G077","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","Park Point"
"11-10176-2026","2026-03-10 11:03:22","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","475000","38.33","38.33","Studio","B-04","","","Expo 2020 Site","0","0","",""
"11-10177-2026","2026-03-09 14:09:19","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","750000","38.56","38.56","Studio","B-31","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 17"
"11-10178-2026","2026-03-09 13:34:18","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","600000","78.39","78.39","1 B/R","B-102","Rashidiya Metro Station","City Centre Mirdif","","0","0","","HDS SUNSTAR 1"
"11-10180-2026","2026-03-10 10:45:16","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","650000","59.33","59.33","1 B/R","B-09","","","Expo 2020 Site","0","0","",""
"11-10181-2026","2026-03-09 13:44:50","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","620000","109.35","109.35","1 B/R","G-15","Rashidiya Metro Station","City Centre Mirdif","","0","0","","CLASSIC APARTMENTS"
"11-10182-2026","2026-03-09 13:43:25","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3800000","130.02","130.02","2 B/R","BPB1-047","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Boulevard Point"
"11-10183-2026","2026-03-09 13:44:28","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","2050000","117.9","117.9","2 B/R","G-18","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Luma22"
"11-10184-2026","2026-03-10 10:52:44","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","475000","38.33","38.33","Studio","B-11","","","Expo 2020 Site","0","0","",""
"11-10188-2026","2026-03-11 10:23:48","Sales","Sale","Ready","Free Hold","Residential","Al Satwa","Unit","Flat","2205000","117.79","117.79","2 B/R","P1-62","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"11-10189-2026","2026-03-09 14:08:53","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1962499","74.89","74.89","1 B/R","P2-55","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Royale"
"11-10191-2026","2026-03-09 14:41:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Shop","2011770","62.3","62.3","NA","B1-04","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","",""
"11-10192-2026","2026-03-09 14:16:31","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","435000","60.85","60.85","Studio","B2-48","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-10193-2026","2026-03-10 15:56:31","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","673460","73.56","73.56","1 B/R","G-70","","","IMG World Adventures","0","0","",""
"11-10194-2026","2026-03-10 13:35:50","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","673460","73.56","73.56","1 B/R","B1-61","","","IMG World Adventures","0","0","",""
"11-10195-2026","2026-03-10 16:16:54","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","673460","73.56","73.56","1 B/R","G-14","","","IMG World Adventures","0","0","",""
"11-10196-2026","2026-03-10 14:22:46","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","673460","73.56","73.56","1 B/R","B1-43","","","IMG World Adventures","0","0","",""
"11-10197-2026","2026-03-11 10:15:27","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","523863","57.22","57.22","Studio","B1-57","","","IMG World Adventures","0","0","",""
"11-10198-2026","2026-03-10 16:12:23","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","676115","73.85","73.85","1 B/R","B1-22","","","IMG World Adventures","0","0","",""
"11-10199-2026","2026-03-10 16:56:08","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","490996","53.63","53.63","Studio","G-09","","","IMG World Adventures","0","0","",""
"11-10200-2026","2026-03-10 14:43:08","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","676115","73.85","73.85","1 B/R","B1-19","","","IMG World Adventures","0","0","",""
"11-10201-2026","2026-03-10 16:07:29","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","672362","73.44","73.44","1 B/R","B1-16","","","IMG World Adventures","0","0","",""
"11-10202-2026","2026-03-10 16:55:01","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","488341","53.34","53.34","Studio","B1-107","","","IMG World Adventures","0","0","",""
"11-10203-2026","2026-03-10 16:05:19","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","512236","55.95","55.95","Studio","B1-112","","","IMG World Adventures","0","0","",""
"11-10204-2026","2026-03-10 13:30:27","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","672362","73.44","73.44","1 B/R","B1-51","","","IMG World Adventures","0","0","",""
"11-10205-2026","2026-03-10 16:53:17","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","458953","50.13","50.13","Studio","B1-85","","","IMG World Adventures","0","0","",""
"11-10206-2026","2026-03-10 15:24:53","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","1105039","120.7","120.7","2 B/R","B1-96","","","IMG World Adventures","0","0","",""
"11-10207-2026","2026-03-10 14:48:29","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","512236","55.95","55.95","Studio","G-90","","","IMG World Adventures","0","0","",""
"11-10208-2026","2026-03-10 13:00:40","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","487517","53.25","53.25","Studio","G-56","","","IMG World Adventures","0","0","",""
"11-10209-2026","2026-03-10 16:53:04","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","489806","53.5","53.5","Studio","G-50","","","IMG World Adventures","0","0","",""
"11-10210-2026","2026-03-10 15:20:00","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","713286","77.91","77.91","1 B/R","B1-91","","","IMG World Adventures","0","0","",""
"11-10211-2026","2026-03-10 16:52:37","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","459044","50.14","50.14","Studio","B1-11","","","IMG World Adventures","0","0","",""
"11-10212-2026","2026-03-10 15:18:29","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","524230","57.26","57.26","Studio","G-17","","","IMG World Adventures","0","0","",""
"11-10213-2026","2026-03-10 14:50:00","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","1105039","120.7","120.7","2 B/R","G-53","","","IMG World Adventures","0","0","",""
"11-10214-2026","2026-03-10 16:46:27","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","490996","53.63","53.63","Studio","B1-09","","","IMG World Adventures","0","0","",""
"11-10215-2026","2026-03-10 15:08:11","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","713286","77.91","77.91","1 B/R","B1-55","","","IMG World Adventures","0","0","",""
"11-10216-2026","2026-03-10 15:16:11","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","488982","53.41","53.41","Studio","B1-60","","","IMG World Adventures","0","0","",""
"11-10217-2026","2026-03-10 16:42:02","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","523863","57.22","57.22","Studio","B1-28","","","IMG World Adventures","0","0","",""
"11-10218-2026","2026-03-10 15:14:42","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","487517","53.25","53.25","Studio","B1-83","","","IMG World Adventures","0","0","",""
"11-10219-2026","2026-03-10 12:27:47","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","523863","57.22","57.22","Studio","B1-68","","","IMG World Adventures","0","0","",""
"11-10220-2026","2026-03-10 16:39:29","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","713927","77.98","77.98","1 B/R","B1-14","","","IMG World Adventures","0","0","",""
"11-10221-2026","2026-03-10 12:13:22","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","488982","53.41","53.41","Studio","G-36","","","IMG World Adventures","0","0","",""
"11-10222-2026","2026-03-10 15:03:17","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","458495","50.08","50.08","Studio","G-102","","","IMG World Adventures","0","0","",""
"11-10223-2026","2026-03-10 16:42:39","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","512236","55.95","55.95","Studio","G-20","","","IMG World Adventures","0","0","",""
"11-10224-2026","2026-03-10 10:03:16","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1200000","82.2","82.2","Office","L 2-2234","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-10225-2026","2026-03-10 16:01:22","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","458587","50.09","50.09","Studio","B1-12","","","IMG World Adventures","0","0","",""
